ID,Name,Lat_surge,Lon_surge,Region,Timezone,City,wave_code,Surge_System,auswave_EPSG
Narrabeen,Narrabeen,-33.71775,151.32191,NSW,UTC+11:00,Sydney,SYD,NSS,4939
